# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalHeapBytesAllocated,1774281303990000000,1774281364022000000,0
FilePageCache.disposedBuffers,1774281303990000000,1774281364022000000,3
FilePageCache.totalPageDisposalsUs,1774281303990000000,1774281364022000000,1617
StorageLockContext.competingThreads.90P,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1774281303990000000,1774281364022000000,0
DirectByteBufferAllocator.hits,1774281303990000000,1774281364022000000,3
FilePageCache.capacityInBytes,1774281303990000000,1774281364022000000,503316478
DirectByteBufferAllocator.misses,1774281303990000000,1774281364022000000,288
MappedFileStorage.storages,1774281303990000000,1774281364022000000,16
FilePageCacheLockFree.totalBytesRead,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalNativeBytesReclaimed,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1774281303990000000,1774281364022000000,0
FilePageCache.pageLoads,1774281303990000000,1774281364022000000,291
FilePageCacheLockFree.totalPagesAllocated,1774281303990000000,1774281364022000000,0
FilePageCache.pageHits,1774281303990000000,1774281364022000000,21947
FilePageCacheLockFree.totalPagesWriteMs,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalPagesReclaimed,1774281303990000000,1774281364022000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1774281303990000000,1774281364022000000,13410
FilePageCache.pageFastCacheHits,1774281303990000000,1774281364022000000,60950
StreamlinedBlobStorage.totalLiveRecordsCapacityBytes,1774281303990000000,1774281364022000000,40349132
FilePageCacheLockFree.totalPagesReadMs,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalPagesWritten,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.nativeBytesInUse,1774281303990000000,1774281364022000000,0
FilePageCache.maxRegisteredFiles,1774281303990000000,1774281364022000000,547
FilePageCache.pageLoadsAboveSizeThreshold,1774281303990000000,1774281364022000000,0
FilePageCache.totalPageLoadsUs,1774281303990000000,1774281364022000000,179012
FilePageCacheLockFree.housekeeperTimeSpentMs,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1774281303990000000,1774281364022000000,0
FilePageCache.uncachedFileAccess,1774281303990000000,1774281364022000000,150
FilePageCacheLockFree.heapBytesInUse,1774281303990000000,1774281364022000000,0
DirectByteBufferAllocator.disposed,1774281303990000000,1774281364022000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1774281303990000000,1774281364022000000,0
DirectByteBufferAllocator.reclaimed,1774281303990000000,1774281364022000000,3
StreamlinedBlobStorage.totalLiveRecordsPayloadBytes,1774281303990000000,1774281364022000000,8207455
FilePageCacheLockFree.totalBytesRequested,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalNativeBytesAllocated,1774281303990000000,1774281364022000000,0
StreamlinedBlobStorage.recordsDeleted,1774281303990000000,1774281364022000000,27
FileChannelInterruptsRetryer.totalRetriedAttempts,1774281303990000000,1774281364022000000,0
StreamlinedBlobStorage.recordsRelocated,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalPagesHandedOver,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1774281303990000000,1774281364022000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1774281303990000000,1774281364022000000,297828352
FilePageCacheLockFree.totalHeapBytesReclaimed,1774281303990000000,1774281364022000000,0
StorageLockContext.competingThreads.max,1774281303990000000,1774281364022000000,0
FilePageCacheLockFree.totalBytesWritten,1774281303990000000,1774281364022000000,0
MappedFileStorage.totalPagesMapped,1774281303990000000,1774281364022000000,21
StorageLockContext.competingThreads.avg,1774281303990000000,1774281364022000000,0.0
FilePageCacheLockFree.totalPagesRequested,1774281303990000000,1774281364022000000,0
FilePageCache.maxCacheSizeInBytes,1774281303990000000,1774281364022000000,297828352
FilePageCacheLockFree.totalPagesRequestsMs,1774281303990000000,1774281364022000000,0
MappedFileStorage.totalBytesMapped,1774281303990000000,1774281364022000000,252968960
StreamlinedBlobStorage.recordsAllocated,1774281303990000000,1774281364022000000,549596
ReadAction.executionsCount,1774281303990000000,1774281364022000000,597357
AWTEventQueue.dispatchTimeTotalNS,1774281303990000000,1774281364022000000,8912801693
AWTEventQueue.dispatchTimeMaxNs,1774281303990000000,1774281364022000000,0
FlushQueue.waitingTimeAvgNs,1774281303990000000,1774281364022000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1774281303990000000,1774281364022000000,653883
NonBlockingReadAction.failedExecutionsCount,1774281303990000000,1774281364022000000,3
NonBlockingReadAction.finalizedExecutionsCount,1774281303990000000,1774281364022000000,60
AWTEventQueue.dispatchTimeAvgNs,1774281303990000000,1774281364022000000,0.0
FlushQueue.executionTimeMaxNs,1774281303990000000,1774281364022000000,0
FlushQueue.queueSizeAvg,1774281303990000000,1774281364022000000,0.0
FlushQueue.queueSize90P,1774281303990000000,1774281364022000000,0
FlushQueue.executionTimeAvgNs,1774281303990000000,1774281364022000000,0.0
AWTEventQueue.eventsDispatched,1774281303990000000,1774281364022000000,0
FlushQueue.waitingTimeMaxNs,1774281303990000000,1774281364022000000,0
FlushQueue.waitingTime90PNs,1774281303990000000,1774281364022000000,0
NonBlockingReadAction.failedExecutionTimeUs,1774281303990000000,1774281364022000000,40682
WriteAction.executionsCount,1774281303990000000,1774281364022000000,42
AWTEventQueue.dispatchTime90PNs,1774281303990000000,1774281364022000000,0
FlushQueue.tasksExecuted,1774281303990000000,1774281364022000000,0
FlushQueue.queueSizeMax,1774281303990000000,1774281364022000000,0
FlushQueue.executionTime90PNs,1774281303990000000,1774281364022000000,0
Indexes.stubs.lookups,1774281303990000000,1774281364022000000,4
Indexes.allKeys.lookupDuration90PMs,1774281303990000000,1774281364022000000,0.0
Indexing.writesQueuedMax,1774281303990000000,1774281364022000000,0
IndexesFlusher.totalContentionQuotaSpent,1774281303990000000,1774281364022000000,4
Indexes.stubs.lookupDurationMaxMs,1774281303990000000,1774281364022000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1774281303990000000,1774281364022000000,0.0
Indexes.entries.lookups,1774281303990000000,1774281364022000000,11
Indexing.cache.totalCacheEvicted,1774281303990000000,1774281364022000000,35992
Indexing.cache.totalCacheAccesses,1774281303990000000,1774281364022000000,252857
Indexes.entries.lookupDurationMaxMs,1774281303990000000,1774281364022000000,0.0
Indexes.allKeys.lookups,1774281303990000000,1774281364022000000,4
IndexesFlusher.totalFlushesRetried,1774281303990000000,1774281364022000000,1
Indexing.cache.totalCacheMisses,1774281303990000000,1774281364022000000,35992
Indexes.stubs.lookupDurationAvgMs,1774281303990000000,1774281364022000000,0.0
Indexing.writer_3.totalTimeSpentWritingMs,1774281303990000000,1774281364022000000,14
Indexes.entries.lookupDuration90PMs,1774281303990000000,1774281364022000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1774281303990000000,1774281364022000000,120
IndexesFlusher.totalFlushes,1774281303990000000,1774281364022000000,58
IndexesFlusher.totalFlushingTimeUs,1774281303990000000,1774281364022000000,543580
Indexes.entries.lookupDurationAvgMs,1774281303990000000,1774281364022000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1774281303990000000,1774281364022000000,4
Indexing.totalTimeIndexersSleptMs,1774281303990000000,1774281364022000000,0
Indexes.stubs.lookupDuration90PMs,1774281303990000000,1774281364022000000,0.0
Indexing.writesQueuedMin,1774281303990000000,1774281364022000000,9223372036854775807
Indexes.allKeys.lookupDurationMaxMs,1774281303990000000,1774281364022000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1774281303990000000,1774281364022000000,127
workspaceModel.load.cache.from.file.ms,1774281303990000000,1774281364022000000,200
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774281303990000000,1774281364022000000,113
jps.app.storage.content.reader.load.component.ms,1774281303990000000,1774281364022000000,4
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774281303990000000,1774281364022000000,0
jps.project.serializers.save.ms,1774281303990000000,1774281364022000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774281303990000000,1774281364022000000,1
jps.facet.change.listener.process.change.events.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774281303990000000,1774281364022000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774281303990000000,1774281364022000000,1
jps.module.iml.entities.serializer.save.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774281303990000000,1774281364022000000,5
workspaceModel.delayed.project.synchronizer.sync.ms,1774281303990000000,1774281364022000000,137
workspaceModel.mutableEntityStorage.referrers.ms,1774281303990000000,1774281364022000000,0
jps.global.get.library.by.name.ms,1774281303990000000,1774281364022000000,0
jps.global.get.libraries.ms,1774281303990000000,1774281364022000000,1
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1774281303990000000,1774281364022000000,0
jps.global.handle.changed.events.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleBridge.before.changed.ms,1774281303990000000,1774281364022000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1774281303990000000,1774281364022000000,0
workspaceModel.save.cache.to.file.ms,1774281303990000000,1774281364022000000,185
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774281303990000000,1774281364022000000,18
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774281303990000000,1774281364022000000,0
jps.project.serializers.load.ms,1774281303990000000,1774281364022000000,77
workspaceModel.mutableEntityStorage.resolve.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1774281303990000000,1774281364022000000,2196
jps.facet.change.listener.init.bridge.ms,1774281303990000000,1774281364022000000,0
workspaceModel.orphan.listener.update.ms,1774281303990000000,1774281364022000000,2
jps.save.changed.project.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.global.apply.state.to.project.ms,1774281303990000000,1774281364022000000,24
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774281303990000000,1774281364022000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1774281303990000000,1774281364022000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1774281303990000000,1774281364022000000,5
jps.global.initialize.library.bridges.ms,1774281303990000000,1774281364022000000,1
workspaceModel.mutableEntityStorage.put.entity.ms,1774281303990000000,1774281364022000000,7
workspaceModel.global.updates.count,1774281303990000000,1774281364022000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774281303990000000,1774281364022000000,0
workspaceModel.mutableEntityStorage.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1774281303990000000,1774281364022000000,1
jps.reload.project.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.load.cache.metadata.from.file.ms,1774281303990000000,1774281364022000000,19
jps.artifact.entities.serializer.load.entities.ms,1774281303990000000,1774281364022000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774281303990000000,1774281364022000000,3
jps.global.handle.before.change.events.ms,1774281303990000000,1774281364022000000,0
jps.load.project.to.empty.storage.ms,1774281303990000000,1774281364022000000,113
workspaceModel.mutableEntityStorage.entities.by.source.ms,1774281303990000000,1774281364022000000,1
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1774281303990000000,1774281364022000000,0
jps.library.entities.serializer.load.entities.ms,1774281303990000000,1774281364022000000,17
workspaceModel.global.updates.ms,1774281303990000000,1774281364022000000,7
jps.save.global.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774281303990000000,1774281364022000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774281303990000000,1774281364022000000,0
jps.module.iml.entities.serializer.load.entities.ms,1774281303990000000,1774281364022000000,105
jps.library.entities.serializer.save.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.do.save.caches.ms,1774281303990000000,1774281364022000000,208
workspaceModel.moduleManagerBridge.newModule.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleBridge.update.option.ms,1774281303990000000,1774281364022000000,0
jps.load.initial.state.ms,1774281303990000000,1774281364022000000,11
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774281303990000000,1774281364022000000,21
workspaceModel.mutableEntityStorage.add.entity.ms,1774281303990000000,1774281364022000000,38
jps.facet.change.listener.before.change.events.ms,1774281303990000000,1774281364022000000,0
jps.storage.jps.conf.reader.load.component.ms,1774281303990000000,1774281364022000000,12
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774281303990000000,1774281364022000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1774281303990000000,1774281364022000000,0
jps.apply.loaded.storage.ms,1774281303990000000,1774281364022000000,19
workspaceModel.sync.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1774281303990000000,1774281364022000000,0
workspaceModel.mutableEntityStorage.instances.count,1774281303990000000,1774281364022000000,94
jps.artifact.entities.serializer.save.entities.ms,1774281303990000000,1774281364022000000,0
jps.global.get.library.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1774281303990000000,1774281364022000000,1
compiler.ArtifactManagerBridge.getArtifacts.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactManagerBridge.commit.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1774281303990000000,1774281364022000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1774281303990000000,1774281364022000000,3
compiler.ArtifactManagerBridge.addArtifact.ms,1774281303990000000,1774281364022000000,0
cacheStateStorage.get.counter,1774281303990000000,1774281364022000000,147
cacheStateStorage.set.duration,1774281303990000000,1774281364022000000,6
cacheStateStorage.set.counter,1774281303990000000,1774281364022000000,6
cacheStateStorage.get.duration,1774281303990000000,1774281364022000000,366
JVM.totalCpuTimeMs,1774281303990000000,1774281364022000000,55786
JVM.totalSafepointCount,1774281303990000000,1774281364022000000,331
JVM.maxHeapBytes,1774281303990000000,1774281364022000000,2147483648
JVM.usedHeapBytes,1774281303990000000,1774281364022000000,362283008
JVM.maxThreadCount,1774281303990000000,1774281364022000000,119
JVM.GC.collectionTimesMs,1774281303990000000,1774281364022000000,436
JVM.totalTimeAtSafepointsMs,1774281303990000000,1774281364022000000,457
JVM.totalBytesAllocated,1774281303990000000,1774281364022000000,4478393128
JVM.totalDirectByteBuffersBytes,1774281303990000000,1774281364022000000,302513191
JVM.newThreadsCount,1774281303990000000,1774281364022000000,148
OS.loadAverage,1774281303990000000,1774281364022000000,17.623046875
JVM.GC.collections,1774281303990000000,1774281364022000000,62
JVM.threadCount,1774281303990000000,1774281364022000000,115
JVM.usedNativeBytes,1774281303990000000,1774281364022000000,396911272
JVM.totalTimeToSafepointsMs,1774281303990000000,1774281364022000000,55
parser.XML.time.ns,1774281303990000000,1774281364022000000,5737000
DiskQueryRelay.taskExecutionTotalTimeUs,1774281303990000000,1774281364022000000,301607
writeAction.max.wait.ms,1774281303990000000,1774281364022000000,739
parser.XML.size.bytes,1774281303990000000,1774281364022000000,4021
lexer.XML.time.ns,1774281303990000000,1774281364022000000,569375
lexer.XML.size.bytes,1774281303990000000,1774281364022000000,4021
writeAction.count,1774281303990000000,1774281364022000000,42
DiskQueryRelay.taskWaitingTotalTimeUs,1774281303990000000,1774281364022000000,1408803
writeAction.median.wait.ms,1774281303990000000,1774281364022000000,1300
writeAction.wait.ms,1774281303990000000,1774281364022000000,1382
DiskQueryRelay.tasksRequested,1774281303990000000,1774281364022000000,12743
DiskQueryRelay.tasksExecuted,1774281303990000000,1774281364022000000,12743
workspaceModel.on.changed.ms,1774281303990000000,1774281364022000000,15
workspaceModel.update.unloaded.entities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.cachedValueWithParameters.clear.count,1774281303990000000,1774281364022000000,0
workspaceModel.workspaceFileIndexData.init.ms,1774281303990000000,1774281364022000000,143
workspaceModel.workspaceFileIndexData.processFileSets.ms,1774281303990000000,1774281364022000000,0
workspaceModel.cachedValueWithParameters.total.get.count,1774281303990000000,1774281364022000000,0
workspaceModel.cachedValue.total.get.count,1774281303990000000,1774281364022000000,5880
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1774281303990000000,1774281364022000000,33
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1774281303990000000,1774281364022000000,0
workspaceModel.cachedValue.calculated.count,1774281303990000000,1774281364022000000,333
workspaceModel.check.recursive.update.ms,1774281303990000000,1774281364022000000,1
workspaceModel.init.bridges.ms,1774281303990000000,1774281364022000000,2
workspaceModel.updates.count,1774281303990000000,1774281364022000000,13
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1774281303990000000,1774281364022000000,0
workspaceModel.loading.total.ms,1774281303990000000,1774281364022000000,200
workspaceModel.replace.project.model.ms,1774281303990000000,1774281364022000000,3
workspaceModel.collect.changes.ms,1774281303990000000,1774281364022000000,0
workspaceModel.initializing.ms,1774281303990000000,1774281364022000000,1
workspaceModel.cachedValue.clear.count,1774281303990000000,1774281364022000000,0
workspaceModel.loading.from.cache.ms,1774281303990000000,1774281364022000000,196
workspaceModel.workspaceFileIndexData.getPackageName.ms,1774281303990000000,1774281364022000000,18
workspaceModel.cachedValueWithParameters.calculated.count,1774281303990000000,1774281364022000000,0
workspaceModel.full.replace.project.model.ms,1774281303990000000,1774281364022000000,3
workspaceModel.pre.handlers.ms,1774281303990000000,1774281364022000000,1
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1774281303990000000,1774281364022000000,1807
workspaceModel.on.before.changed.ms,1774281303990000000,1774281364022000000,14
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1774281303990000000,1774281364022000000,16
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1774281303990000000,1774281364022000000,261
workspaceModel.cachedValue.from.cache.count,1774281303990000000,1774281364022000000,5547
