# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
JVM.GC.collections,1774281469799000000,1774281527786000000,60
JVM.totalCpuTimeMs,1774281469799000000,1774281527786000000,49265
OS.loadAverage,1774281469799000000,1774281527786000000,25.24658203125
JVM.usedNativeBytes,1774281469799000000,1774281527786000000,391700160
JVM.maxHeapBytes,1774281469799000000,1774281527786000000,2147483648
JVM.totalTimeAtSafepointsMs,1774281469799000000,1774281527786000000,379
JVM.totalBytesAllocated,1774281469799000000,1774281527786000000,4326187416
JVM.totalTimeToSafepointsMs,1774281469799000000,1774281527786000000,89
JVM.threadCount,1774281469799000000,1774281527786000000,120
JVM.GC.collectionTimesMs,1774281469799000000,1774281527786000000,360
JVM.totalSafepointCount,1774281469799000000,1774281527786000000,333
JVM.totalDirectByteBuffersBytes,1774281469799000000,1774281527786000000,307259279
JVM.maxThreadCount,1774281469799000000,1774281527786000000,125
JVM.usedHeapBytes,1774281469799000000,1774281527786000000,480247808
JVM.newThreadsCount,1774281469799000000,1774281527786000000,152
parser.XML.size.bytes,1774281469799000000,1774281527786000000,4021
writeAction.max.wait.ms,1774281469799000000,1774281527786000000,479
lexer.XML.size.bytes,1774281469799000000,1774281527786000000,4021
DiskQueryRelay.tasksExecuted,1774281469799000000,1774281527786000000,14568
parser.XML.time.ns,1774281469799000000,1774281527786000000,4802292
writeAction.count,1774281469799000000,1774281527786000000,41
DiskQueryRelay.taskWaitingTotalTimeUs,1774281469799000000,1774281527786000000,2751957
lexer.XML.time.ns,1774281469799000000,1774281527786000000,4369334
writeAction.median.wait.ms,1774281469799000000,1774281527786000000,300
DiskQueryRelay.taskExecutionTotalTimeUs,1774281469799000000,1774281527786000000,1160239
DiskQueryRelay.tasksRequested,1774281469799000000,1774281527786000000,14617
writeAction.wait.ms,1774281469799000000,1774281527786000000,823
workspaceModel.moduleManagerBridge.newModule.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1774281469799000000,1774281527786000000,16
jps.load.initial.state.ms,1774281469799000000,1774281527786000000,14
workspaceModel.moduleBridge.before.changed.ms,1774281469799000000,1774281527786000000,0
jps.reload.project.entities.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1774281469799000000,1774281527786000000,0
jps.save.changed.project.entities.ms,1774281469799000000,1774281527786000000,0
jps.global.initialize.library.bridges.after.loading.ms,1774281469799000000,1774281527786000000,0
jps.global.get.library.by.name.ms,1774281469799000000,1774281527786000000,0
jps.global.handle.changed.events.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.instances.count,1774281469799000000,1774281527786000000,93
workspaceModel.global.apply.state.to.project.ms,1774281469799000000,1774281527786000000,25
workspaceModel.mutableEntityStorage.has.same.entities.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1774281469799000000,1774281527786000000,0
jps.library.entities.serializer.load.entities.ms,1774281469799000000,1774281527786000000,16
workspaceModel.mutableEntityStorage.modify.entity.ms,1774281469799000000,1774281527786000000,5
workspaceModel.global.updates.count,1774281469799000000,1774281527786000000,1
jps.app.storage.content.reader.load.component.ms,1774281469799000000,1774281527786000000,3
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1774281469799000000,1774281527786000000,0
jps.global.get.libraries.ms,1774281469799000000,1774281527786000000,1
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774281469799000000,1774281527786000000,31
workspaceModel.mutableEntityStorage.remove.entity.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774281469799000000,1774281527786000000,3
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774281469799000000,1774281527786000000,0
jps.apply.loaded.storage.ms,1774281469799000000,1774281527786000000,10
workspaceModel.moduleManagerBridge.load.module.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774281469799000000,1774281527786000000,1
workspaceModel.delayed.project.synchronizer.sync.ms,1774281469799000000,1774281527786000000,89
workspaceModel.mutableEntityStorage.entities.ms,1774281469799000000,1774281527786000000,1
workspaceModel.moduleBridge.update.option.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1774281469799000000,1774281527786000000,1
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774281469799000000,1774281527786000000,1
jps.facet.change.listener.process.change.events.ms,1774281469799000000,1774281527786000000,0
jps.facet.change.listener.before.change.events.ms,1774281469799000000,1774281527786000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1774281469799000000,1774281527786000000,0
jps.global.handle.before.change.events.ms,1774281469799000000,1774281527786000000,0
jps.module.iml.entities.serializer.save.entities.ms,1774281469799000000,1774281527786000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1774281469799000000,1774281527786000000,1
workspaceModel.mutableEntityStorage.collect.changes.ms,1774281469799000000,1774281527786000000,1
workspaceModel.load.cache.from.file.ms,1774281469799000000,1774281527786000000,264
jps.save.global.entities.ms,1774281469799000000,1774281527786000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774281469799000000,1774281527786000000,106
workspaceModel.mutableEntityStorage.replace.by.source.ms,1774281469799000000,1774281527786000000,19
jps.global.get.library.ms,1774281469799000000,1774281527786000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1774281469799000000,1774281527786000000,1
workspaceModel.global.updates.ms,1774281469799000000,1774281527786000000,8
workspaceModel.moduleManagerBridge.get.modules.ms,1774281469799000000,1774281527786000000,0
workspaceModel.sync.entities.ms,1774281469799000000,1774281527786000000,0
jps.global.initialize.library.bridges.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774281469799000000,1774281527786000000,0
jps.artifact.entities.serializer.save.entities.ms,1774281469799000000,1774281527786000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1774281469799000000,1774281527786000000,6
jps.facet.change.listener.init.bridge.ms,1774281469799000000,1774281527786000000,0
jps.load.project.to.empty.storage.ms,1774281469799000000,1774281527786000000,113
jps.artifact.entities.serializer.load.entities.ms,1774281469799000000,1774281527786000000,5
workspaceModel.do.save.caches.ms,1774281469799000000,1774281527786000000,193
workspaceModel.mutableEntityStorage.referrers.ms,1774281469799000000,1774281527786000000,0
jps.library.entities.serializer.save.entities.ms,1774281469799000000,1774281527786000000,0
jps.module.iml.entities.serializer.load.entities.ms,1774281469799000000,1774281527786000000,121
jps.project.serializers.load.ms,1774281469799000000,1774281527786000000,77
workspaceModel.mutableEntityStorage.put.entity.ms,1774281469799000000,1774281527786000000,8
workspaceModel.moduleBridgeLoader.loading.modules.ms,1774281469799000000,1774281527786000000,1194
workspaceModel.load.cache.metadata.from.file.ms,1774281469799000000,1774281527786000000,22
jps.storage.jps.conf.reader.load.component.ms,1774281469799000000,1774281527786000000,17
jps.project.serializers.save.ms,1774281469799000000,1774281527786000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1774281469799000000,1774281527786000000,4
workspaceModel.moduleManagerBridge.build.module.graph.ms,1774281469799000000,1774281527786000000,6
workspaceModel.save.cache.to.file.ms,1774281469799000000,1774281527786000000,176
workspaceModel.orphan.listener.update.ms,1774281469799000000,1774281527786000000,4
compiler.ArtifactManagerBridge.initBridges.ms,1774281469799000000,1774281527786000000,0
compiler.ArtifactManagerBridge.commit.ms,1774281469799000000,1774281527786000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1774281469799000000,1774281527786000000,1
compiler.ArtifactManagerBridge.addArtifact.ms,1774281469799000000,1774281527786000000,0
compiler.ArtifactManagerBridge.getArtifacts.ms,1774281469799000000,1774281527786000000,0
