# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
cacheStateStorage.set.counter,1774321703674000000,1774321763794000000,6
cacheStateStorage.get.duration,1774321703674000000,1774321763794000000,406
cacheStateStorage.get.counter,1774321703674000000,1774321763794000000,83
cacheStateStorage.set.duration,1774321703674000000,1774321763794000000,6
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1774321703674000000,1774321763794000000,3
workspaceModel.mutableEntityStorage.referrers.ms,1774321703674000000,1774321763794000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1774321703674000000,1774321763794000000,0
jps.module.iml.entities.serializer.load.entities.ms,1774321703674000000,1774321763794000000,129
workspaceModel.mutableEntityStorage.remove.entity.ms,1774321703674000000,1774321763794000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1774321703674000000,1774321763794000000,2
workspaceModel.mutableEntityStorage.collect.changes.ms,1774321703674000000,1774321763794000000,0
jps.apply.loaded.storage.ms,1774321703674000000,1774321763794000000,335
workspaceModel.moduleManagerBridge.load.all.modules.ms,1774321703674000000,1774321763794000000,172
workspaceModel.load.cache.metadata.from.file.ms,1774321703674000000,1774321763794000000,34
jps.module.iml.entities.serializer.save.entities.ms,1774321703674000000,1774321763794000000,0
jps.facet.change.listener.before.change.events.ms,1774321703674000000,1774321763794000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1774321703674000000,1774321763794000000,57
jps.facet.change.listener.process.change.events.ms,1774321703674000000,1774321763794000000,10
workspaceModel.mutableEntityStorage.to.snapshot.ms,1774321703674000000,1774321763794000000,3
workspaceModel.moduleBridgeLoader.loading.modules.ms,1774321703674000000,1774321763794000000,2102
workspaceModel.moduleManagerBridge.load.module.ms,1774321703674000000,1774321763794000000,0
jps.reload.project.entities.ms,1774321703674000000,1774321763794000000,0
jps.storage.jps.conf.reader.load.component.ms,1774321703674000000,1774321763794000000,25
workspaceModel.mutableEntityStorage.modify.entity.ms,1774321703674000000,1774321763794000000,4
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1774321703674000000,1774321763794000000,0
jps.project.serializers.load.ms,1774321703674000000,1774321763794000000,80
jps.load.project.to.empty.storage.ms,1774321703674000000,1774321763794000000,129
workspaceModel.moduleManagerBridge.create.module.instance.ms,1774321703674000000,1774321763794000000,0
